year,name,college,position,height_in,weight_lbs,40yards,benchpress,vert_leap_in,broad_jump_in,shuttle,3cone
2000,Kabeer Gbaja-Biamila,San Diego State,OLB,76.00,243,4.65,21,34.0,120,4.28,
2000,Sherrod Gideon,Southern Mississippi,WR,71.10,173,4.69,,,,,
2000,Ian Gold,Michigan,OLB,73.10,221,4.58,21,33.0,115,4.19,
2000,Deon Grant,Tennessee,SS,73.80,209,4.50,15,,,,
2000,Ernest Grant,Arkansas-Pine Bluff,DT,77.30,316,5.33,24,29.5,98,5.03,
2000,Lamar Grant,Duke,CB,70.80,188,4.66,16,32.0,117,4.30,
2000,Brian Gray,Brigham Young,CB,73.30,214,4.95,19,33.5,116,4.24,
2000,Jonathan Gray,Texas Tech,OT,76.10,338,5.94,20,23.0,94,,
2000,Barrett Green,West Virginia,OLB,73.00,233,4.56,22,36.0,120,,
2000,Mike Green,Houston,FB,71.60,253,4.80,25,28.5,108,4.34,
2000,Mike Green,Northwestern State (LA),FS,72.10,189,4.56,,38.5,118,4.20,
2000,Cornelius Griffin,Alabama,DE,75.10,297,4.91,30,31.0,111,4.62,
2000,Clark Haggans,Colorado State,OLB,75.40,253,5.01,20,31.5,109,4.21,
2000,Dante' Hall,Texas A&M,RB,67.80,191,4.46,18,38.0,123,3.82,
2000,James Hall,Michigan,DE,74.10,271,5.04,,32.0,111,4.51,
2000,Troy Hambrick,Savannah State (GA),RB,72.10,237,4.72,21,34.5,118,4.44,
2000,Joe Hamilton,Georgia Tech,QB,70.30,192,4.84,,,106,,
2000,Thomas Hamner,Minnesota,RB,72.10,197,4.54,17,32.0,125,4.07,
2000,D'Andre Hardeman,Texas A&M,FB,70.00,238,4.82,,30.0,109,4.36,
2000,Antwan Harris,Virginia,CB,69.10,186,4.37,16,39.0,121,4.01,
2000,Jeff Harris,Georgia,CB,72.40,190,4.55,,34.5,114,4.25,
2000,Lloyd Harrison,North Carolina State,CB,70.00,190,4.57,16,37.5,119,4.25,
2000,Windrell Hayes,Southern California,WR,71.00,204,4.50,,,,4.18,
2000,Semisi Heimuli,Texas A&M,OG,73.40,312,5.43,20,29.0,94,4.63,
2000,Chris Hovan,Boston College,DT,74.40,305,5.00,35,30.0,101,4.16,
2000,Darren Howard,Kansas State,DE,75.80,281,5.11,,29.0,108,4.32,
2000,Ethan Howell,Oklahoma State,CB,71.00,186,4.56,16,,,4.13,
2000,Aaron Humphrey,Texas,DE,74.90,254,5.13,21,34.0,119,,
2000,Todd Husak,Stanford,QB,75.10,216,5.22,,27.5,99,4.41,
2000,Jabari Issa,Washington,DT,76.90,296,5.14,19,31.5,105,4.72,
2000,Al Jackson,Louisiana State,OG,74.60,304,5.20,19,,,,
2000,Darrell Jackson,Florida,WR,71.80,197,4.58,,,,,
2000,Jarious Jackson,Notre Dame,QB,73.00,226,4.68,,,109,,
2000,Keith Jackson,Cheyney (PA),DT,76.30,319,5.21,28,,,,
2000,Marlion Jackson,Saginaw Valley State (MI),RB,73.00,242,4.65,24,35.5,125,4.14,
2000,Jeno James,Auburn,OG,75.10,320,5.66,24,25.5,94,5.22,
2000,Ronney Jenkins,Northern Arizona,RB,70.50,184,4.51,18,,118,,
2000,Brandon Jennings,Texas A&M,FS,72.40,198,4.54,16,38.0,123,4.14,
2000,Ryan Johanningmeier,Colorado,OG,77.90,310,5.28,,29.0,107,4.66,
2000,Doug Johnson,Florida,QB,74.40,226,4.95,,29.5,96,,
2000,Dwight Johnson,Baylor,DT,76.00,285,5.03,26,28.0,105,4.76,
2000,Eric Johnson,Nebraska,SS,72.00,215,4.63,12,38.0,121,4.17,
2000,Jerry Johnson,Florida State,DT,72.50,293,5.09,26,28.5,102,,
2000,Matt Johnson,Brigham Young,OG,76.00,345,5.60,35,28.0,99,4.99,
2000,Dhani Jones,Michigan,OLB,73.10,240,4.69,29,,,,
2000,Fred Jones,Colorado,OLB,74.00,247,4.98,17,32.0,113,4.39,
2000,John Jones,Indiana (PA),TE,76.30,248,4.64,13,38.5,125,4.43,
2000,Leander Jordan,Indiana (PA),OG,75.90,330,5.53,25,31.0,104,4.76,
2000,Morgan Kane,Wake Forest,RB,72.80,221,4.63,29,37.5,121,4.16,
2000,Curtis Keaton,James Madison (VA),RB,70.00,214,4.41,23,41.5,131,3.93,
2000,Tinker Keck,Cincinnati,SS,73.30,200,4.58,15,36.5,120,4.31,
2000,Sean Keenan,Williams College (MA),QB,75.00,202,5.03,,25.5,95,4.41,
2000,Ben Kelly,Colorado,CB,68.90,183,4.56,17,36.0,116,3.95,
2000,Dan Kendra,Florida State,FB,71.90,251,4.88,24,35.0,119,,
2000,Kenoy Kennedy,Arkansas,FS,73.00,221,4.71,8,33.5,113,4.38,
2000,Sean Key,Florida State,FS,70.60,188,4.67,,,,4.20,
2000,Adrian Klemm,Hawaii,OT,75.90,307,4.98,24,,,,
2000,Andrew Kline,San Diego State,OG,74.10,305,5.49,26,28.0,103,4.60,
2000,Marcus Knight,Michigan,WR,72.90,180,4.74,,28.5,106,4.38,
2000,Noel LaMontagne,Virginia,OG,76.10,299,5.09,21,,,,
2000,Kareem Larrimore,West Texas A&M,CB,71.10,190,4.44,,34.0,125,,
2000,Leif Larsen,Texas-El Paso,DT,76.50,300,5.12,45,30.0,110,4.37,
2000,Charles Lee,Central Florida,WR,73.50,202,4.60,,35.5,125,4.25,
2000,Tim Lester,Western Michigan,QB,72.40,202,5.05,,27.0,97,4.24,
2000,Jamal Lewis,Tennessee,RB,71.80,240,4.58,23,,,,
2000,Al Lucas,Troy (AL),DT,72.60,294,5.03,28,36.0,108,4.56,
2000,Anthony Lucas,Arkansas,WR,74.80,194,4.54,,35.0,121,,
2000,Dustin Lyman,Wake Forest,ILB,76.00,259,4.70,22,35.0,118,4.06,
2000,David Macklin,Penn State,CB,68.60,194,4.56,,37.5,120,4.09,
2000,Anthony Malbrough,Texas Tech,CB,68.90,184,4.49,20,35.5,117,4.00,
2000,Tee Martin,Tennessee,QB,73.60,227,4.61,,34.5,113,,
2000,Terrance McCaskey,Mississippi State,TE,78.00,271,5.00,,29.0,101,,
2000,Kevin McDougal,Colorado State,RB,71.40,206,4.66,,32.0,108,4.12,
2000,Stockar McDougle,Oklahoma,OT,77.30,361,5.50,24,,,,
2000,Chris McIntosh,Wisconsin,OT,78.40,315,5.39,28,,,,
2000,Damion McIntosh,Kansas State,OT,75.90,328,5.35,23,26.0,97,4.71,
2000,Alvin McKinley,Mississippi State,DT,76.00,289,5.10,22,27.5,102,4.61,
2000,Rondell Mealey,Louisiana State,RB,71.60,212,4.69,,33.0,120,4.15,
2000,Brad Meester,Northern Iowa,C,75.40,298,5.13,25,34.0,110,4.43,
2000,Rob Meier,Washington State,DE,77.00,284,5.00,27,30.5,113,4.52,
2000,Richard Mercier,Miami (FL),OG,74.60,295,5.40,18,26.0,97,4.78,
2000,Keith Miller,California,ILB,73.10,246,5.01,24,27.5,110,4.43,
2000,Scottie Montgomery,Duke,WR,72.40,196,4.58,,36.0,117,4.11,
2000,Wendell Montgomery,Wyoming,WR,75.00,203,4.84,,35.5,117,4.24,
2000,Corey Moore,Virginia Tech,OLB,70.90,223,4.62,21,,,,
2000,Michael Moore,Troy (AL),OG,75.00,320,5.47,34,24.5,94,5.06,
2000,Muneer Moore,Richmond (VA),WR,74.00,201,4.52,,37.5,129,4.09,
2000,Frank Moreau,Louisville,RB,73.00,231,4.57,23,36.0,117,,
2000,Aric Morris,Michigan State,SS,69.40,211,4.56,24,,,,
2000,Rob Morris,Brigham Young,ILB,73.90,250,4.77,18,33.0,113,4.17,
2000,Sammy Morris,Texas Tech,FB,71.90,221,4.68,23,37.5,117,4.21,
2000,Sylvester Morris,Jackson State (MS),WR,75.00,216,4.63,,34.5,119,4.17,
2000,Chad Morton,Southern California,RB,67.60,182,4.52,18,36.0,121,,
2000,Bobby Myers,Wisconsin,FS,73.30,183,4.59,,37.5,123,4.10,
2000,Kualana Noa,Hawaii,OT,75.60,317,5.38,27,25.5,98,4.74,
2000,Dennis Northcutt,Arizona,WR,70.40,175,4.46,,37.5,123,4.04,
2000,Carlos Nuno,Brigham Young,TE,75.90,263,5.03,23,28.0,106,,
2000,Andre O'Neal,Marshall (WV),ILB,73.30,235,4.72,16,34.0,114,4.24,
2000,Matt O'Neal,Oklahoma,C,75.00,277,5.06,17,27.5,94,4.72,
2000,Erik Olson,Colorado,SS,73.00,208,4.63,17,35.0,115,4.21,
2000,Chad Pennington,Marshall (WV),QB,75.40,229,4.85,,33.5,111,4.16,
2000,Mareno Philyaw,Troy (AL),WR,73.90,205,4.69,,39.5,129,4.13,
2000,Cedric Pittman,Nevada,OLB,75.00,261,4.90,20,30.5,111,4.52,
2000,DaShon Polk,Arizona,OLB,73.90,233,4.77,18,32.0,111,4.45,
2000,Hank Poteat,Pittsburgh,CB,69.90,197,4.62,16,37.0,126,4.00,
2000,Travis Prentice,Miami (OH),RB,71.80,225,4.50,23,37.0,115,4.40,
2000,Tim Rattay,Louisiana Tech,QB,72.50,215,4.93,,25.5,100,4.21,
2000,Chase Raynock,Montana,OT,78.00,308,5.53,22,25.0,94,5.00,
2000,Chris Redman,Louisville,QB,74.80,222,5.37,,26.5,98,4.78,
2000,J.R. Redmond,Arizona State,RB,71.50,216,4.48,,32.5,121,,
2000,Quinton Reese,Auburn,DE,76.00,283,5.13,18,30.0,101,4.68,
2000,Tutan Reyes,Mississippi,OT,75.30,299,5.38,20,26.5,99,4.88,
2000,Rob Riti,Missouri,C,73.90,293,5.21,17,29.5,106,,
2000,Fred Robbins,Wake Forest,DT,75.80,312,5.13,25,29.5,94,4.72,
2000,Greg Robinson-Randall,Michigan State,OT,77.60,333,5.62,22,26.0,95,5.13,
2000,Roger Roesler,Texas,OG,77.40,314,5.33,25,29.5,101,4.76,
2000,Phillip Rogers,Georgia Tech,RB,73.10,232,4.73,19,37.0,124,4.31,
2000,Lewis Sanders,Maryland,CB,73.00,202,4.50,10,37.0,116,,
2000,Ketric Sanford,Houston,RB,67.50,199,4.62,12,32.0,118,4.30,
2000,Sekou Sanyika,California,OLB,75.30,241,4.75,21,32.5,111,4.38,
2000,Manuia Savea,Arizona,OG,74.30,308,5.34,24,25.0,92,,
2000,Gari Scott,Michigan State,WR,72.30,194,4.60,,33.5,119,,
2000,Tony Scott,North Carolina State,CB,70.30,193,4.55,11,34.0,116,4.24,
2000,Richard Seals,Utah,DT,74.00,316,5.15,24,28.5,102,4.60,
2000,Aaron Shea,Michigan,FB,76.30,253,4.83,,37.5,114,4.30,
2000,Jacoby Shepherd,Oklahoma State,CB,73.50,195,4.55,5,35.0,120,,
2000,Wes Shivers,Mississippi State,OT,77.40,318,5.68,18,22.5,98,4.81,
2000,Mark Simoneau,Kansas State,OLB,72.00,237,4.63,24,36.0,117,4.09,
2000,Peter Sirmon,Oregon,ILB,73.90,246,4.86,20,34.5,115,4.27,
2000,T.J. Slaughter,Southern Mississippi,ILB,72.10,247,4.91,24,30.0,112,4.26,
2000,Dwyte Smiley,Youngstown State (OH),FS,73.00,198,4.61,13,35.0,115,4.29,
2000,Jamel Smith,Virginia Tech,ILB,72.50,245,5.19,,29.5,108,4.58,
2000,Marvel Smith,Arizona State,OT,77.00,320,5.34,24,27.5,100,4.84,
2000,Paul Smith,Texas-El Paso,FB,70.60,220,4.65,25,26.5,111,4.29,
2000,Terrelle Smith,Arizona State,FB,72.00,249,5.01,19,32.5,109,4.85,
2000,R.Jay Soward,Southern California,WR,69.50,177,4.41,,35.0,124,,
2000,Rashon Spikes,North Carolina State,RB,70.50,204,4.84,13,33.0,113,4.47,
2000,Quinton Spotwood,Syracuse,WR,71.00,184,4.55,,33.5,123,,
2000,John St.Clair,Virginia,C,77.00,302,5.20,25,,,,
2000,Dave Stachelski,Boise State,TE,75.10,250,4.85,24,38.0,115,4.14,
2000,Shyrone Stith,Virginia Tech,RB,67.40,204,4.65,13,35.0,111,4.14,
2000,Jay Tant,Northwestern,TE,75.00,255,4.75,31,,,,
2000,Mark Tauscher,Wisconsin,OG,75.40,318,5.43,22,27.0,90,4.84,
2000,Shannon Taylor,Virginia,OLB,74.90,249,4.65,,34.5,115,,
2000,Travis Taylor,Florida,WR,72.90,199,4.43,,37.0,118,,
2000,Adalius Thomas,Southern Mississippi,DE,74.40,270,4.57,,38.5,120,4.42,
2000,Jason Thomas,Hampton (VA),OG,75.40,300,5.24,23,29.5,100,,
2000,Michael Thompson,Tennessee State,OT,76.50,305,5.30,16,26.0,104,4.73,
2000,Travares Tillman,Georgia Tech,FS,73.30,194,4.60,15,37.5,123,4.29,
2000,Mao Tosi,Idaho,DT,77.10,310,5.29,19,28.5,99,4.60,
2000,Mac Tuiaea,Washington,DT,77.90,296,5.10,25,29.0,99,4.72,
2000,Ryan Tujague,Washington State,OG,77.10,297,5.20,21,27.0,96,4.95,
2000,Jeff Ulbrich,Hawaii,ILB,72.40,249,4.70,24,32.0,109,4.30,
2000,Brian Urlacher,New Mexico,OLB,75.90,258,4.61,27,34.0,122,4.18,
2000,Darrick Vaughn,Texas State,CB,70.90,196,4.55,14,36.5,121,4.16,
2000,Andy Vincent,Texas A&M,OG,76.00,306,5.20,14,28.5,108,4.42,
2000,Todd Wade,Mississippi,OT,79.90,326,5.25,29,27.5,101,4.68,
2000,Troy Walters,Stanford,WR,66.50,171,4.55,,32.5,106,3.84,
2000,Steve Warren,Nebraska,DT,72.60,307,5.14,29,30.5,105,4.56,
2000,Marcus Washington,Auburn,OLB,75.30,252,4.70,,35.0,118,4.49,
2000,Jason Webster,Texas A&M,CB,69.10,180,4.46,17,35.5,122,3.98,
2000,James Whalen,Kentucky,TE,74.50,228,4.79,,31.0,110,4.22,
2000,Austin Wheatley,Iowa,TE,75.90,254,4.69,,32.5,121,4.18,
2000,Damon Wheeler,Colorado,CB,68.60,179,4.56,11,35.0,115,4.27,
2000,Anthony White,Kentucky,RB,72.30,195,4.70,,32.5,118,4.24,
2000,Dez White,Georgia Tech,WR,73.30,218,4.62,,37.5,124,4.09,
2000,Bobby Williams,Arkansas,OT,75.80,332,5.34,28,29.0,97,4.72,
2000,Jack Williams,Azusa Pacific (CA),SS,70.30,206,4.74,15,31.5,108,4.65,
2000,James Williams,Marshall (WV),WR,70.90,180,4.60,,36.0,123,4.16,
2000,Josh Williams,Michigan,DT,75.50,282,4.93,,30.5,111,4.25,
2000,Antonio Wilson,Texas A&M-Commerce,OLB,74.00,245,4.56,11,,,,
2000,Cedric Woodard,Texas,DT,74.50,290,5.23,23,30.5,109,,
2000,Destry Wright,Jackson State (MS),RB,71.30,216,4.88,15,29.5,112,4.41,
2000,Spergon Wynn,Texas State,QB,75.40,229,4.95,,34.0,108,4.59,
2000,Bashir Yamini,Iowa,WR,75.30,191,4.55,,33.0,130,4.18,
2000,Brian Young,Texas-El Paso,DE,74.40,278,4.96,27,29.5,106,4.47,
2001,Keith Adams,Clemson,OLB,70.60,219,4.81,24,,104,,
2001,Dan Alexander,Nebraska,FB,71.90,257,4.48,15,34.0,115,4.16,
2001,Brian Allen,Florida State,OLB,72.10,238,4.65,25,,,,
2001,David Allen,Kansas State,RB,68.80,194,4.65,15,31.0,111,,
2001,Will Allen,Syracuse,CB,70.50,192,4.44,14,39.5,121,3.90,
2001,Scotty Anderson,Grambling State (LA),WR,74.10,184,4.57,,34.5,115,,
2001,Adam Archuleta,Arizona State,SS,71.90,211,4.46,31,,,,
2001,Tom Ashworth,Colorado,OG,77.80,293,5.11,20,33.5,109,4.30,
2001,Billy Baber,Virginia,TE,75.60,255,4.77,22,33.0,106,4.19,
2001,Jeff Backus,Michigan,OT,77.50,310,5.29,25,27.0,99,4.67,
2001,Alex Bannister,Eastern Kentucky,WR,76.60,201,4.50,,30.5,110,,
2001,Kevan Barlow,Pittsburgh,RB,73.10,235,4.56,,32.0,,,
2001,Idrees Bashir,Memphis,FS,74.30,206,4.55,22,40.0,126,4.20,
2001,Gary Baxter,Baylor,CB,73.60,204,4.52,,37.5,122,4.21,
2001,Jonathan Beasley,Kansas State,QB,73.00,227,4.85,,29.5,102,4.38,
2001,Monty Beisel,Kansas State,DE,75.80,270,4.82,26,34.5,110,4.28,
2001,Kendrell Bell,Georgia,ILB,73.30,234,4.62,24,38.5,124,4.50,
2001,Marcus Bell,Memphis,DT,73.50,319,5.28,17,,98,4.71,
2001,Michael Bennett,Wisconsin,RB,69.30,207,4.44,13,39.5,130,,
2001,Eddie Berlin,Northern Iowa,WR,71.40,191,4.44,,39.5,122,4.06,
2001,Cory Bird,Virginia Tech,SS,70.30,217,4.60,22,,,,
2001,Darvell Bivens,Northwestern State (LA),FB,70.10,255,5.03,32,33.5,108,4.38,
2001,Randy Black,Nevada Las Vegas,SS,71.90,205,4.71,,35.5,115,4.20,
2001,Harold Blackmon,Northwestern,CB,71.40,210,4.47,17,37.0,121,4.28,
2001,Derrick Blaylock,Stephen F. Austin (TX),RB,69.90,194,4.39,18,35.5,119,4.09,
2001,Josh Booty,Louisiana State,QB,74.50,221,4.95,,29.5,105,4.48,
2001,Jarvis Borum,North Carolina State,OG,79.10,332,5.04,25,30.5,107,4.83,
2001,James Boyd,Penn State,SS,71.00,207,4.59,,32.5,117,4.24,
2001,Roylin Bradley,Texas A&M,OLB,73.10,243,4.67,19,34.0,116,4.28,
2001,Drew Brees,Purdue,QB,72.30,213,4.85,,32.0,105,4.21,
2001,Sean Brewer,San Jose State,TE,75.80,255,4.75,14,36.0,117,4.18,
2001,Chris Brown,Georgia Tech,OT,77.10,329,5.33,30,36.0,,,
2001,Kenny Bryant,Jackson State (MS),CB,70.60,190,4.63,10,37.5,117,4.15,
2001,Correll Buckhalter,Nebraska,RB,73.00,226,4.53,11,40.0,,4.06,
2001,Derrick Burgess,Mississippi,DE,74.40,264,4.90,24,40.0,125,,
2001,Jerametrius Butler,Kansas State,CB,70.00,173,4.57,11,36.0,121,4.40,
2001,John Capel,Florida,WR,70.60,177,4.41,,36.5,126,,
2001,Elliott Carson,Vanderbilt,TE,76.50,246,4.96,16,36.0,115,4.21,
2001,Robert Carswell,Clemson,FS,71.90,214,4.59,21,34.0,106,4.18,
2001,Andre Carter,California,DE,76.40,249,4.84,20,38.5,132,4.24,
2001,Jonathan Carter,Troy (AL),WR,71.60,180,4.40,,42.5,134,4.25,
2001,Quincy Carter,Georgia,QB,74.10,225,4.61,,35.5,113,4.12,
2001,Quinton Caver,Arkansas,ILB,75.90,227,4.66,23,37.5,118,4.25,
2001,Chris Chambers,Wisconsin,WR,71.60,210,4.33,,45.0,134,4.00,
2001,Derrick Chambers,Florida,DT,75.60,299,4.98,32,,,,
2001,Patrick Chukwurah,Wyoming,OLB,73.60,238,4.75,24,40.0,119,4.21,
2001,Tay Cody,Florida State,CB,69.10,181,4.55,11,,,,
2001,Justin Coleman,Nebraska-Kearney,QB,76.40,238,5.19,20,29.5,101,4.62,
2001,Derek Combs,Ohio State,RB,72.10,193,4.45,8,35.0,120,4.07,
2001,Jameel Cook,Illinois,FB,69.90,226,4.79,17,29.5,108,4.38,
2001,Chris Cooper,Nebraska-Omaha,DE,77.30,272,4.96,24,35.5,114,4.21,
2001,Jarrod Cooper,Kansas State,SS,72.50,222,4.43,,41.5,130,3.90,
2001,Rodney Crayton,Auburn,CB,67.60,178,4.58,13,35.5,118,4.40,
2001,Rick Crowell,Colorado State,OLB,74.80,242,5.00,19,31.5,109,4.35,
2001,Corey Crume,Eastern Kentucky,RB,71.30,225,4.78,15,37.0,115,4.32,
2001,Alge Crumpler,North Carolina,TE,74.50,266,4.79,22,34.0,112,4.43,
2001,Will Cuthbert,Alabama,OG,77.10,318,5.75,17,24.5,91,5.06,
2001,Ennis Davis,Southern California,DT,75.90,302,5.10,23,27.5,99,4.87,
2001,Leonard Davis,Texas,OT,78.00,370,5.32,33,28.0,105,5.18,
2001,Rick DeMulling,Idaho,OG,75.90,307,5.29,32,31.5,108,4.60,
2001,Ryan Diem,Northern Illinois,OT,78.90,338,5.14,,34.0,102,4.46,
2001,Tony Dixon,Alabama,SS,73.10,213,4.57,17,37.0,117,,
2001,Charron Dorsey,Florida State,OT,77.60,348,6.03,16,,,,
2001,Eric Downing,Syracuse,DT,76.00,302,5.23,27,,,,
2001,Shawn Draper,Alabama,OG,75.40,303,5.28,17,32.0,106,4.77,
2001,Patrick Dyson,Utah,CB,70.00,179,4.55,,31.5,119,,
2001,Nijrell Eason,Arizona State,CB,72.80,201,4.59,19,34.5,119,,
2001,Ron Edwards,Texas A&M,DT,75.30,293,4.84,,,,,
2001,Heath Evans,Auburn,FB,71.90,246,4.61,30,34.5,111,4.24,
2001,Mario Fatafehi,Kansas State,DT,73.90,295,5.27,,,,,
2001,Robert Ferguson,Texas A&M,WR,73.00,205,4.48,,36.5,120,4.07,
